0,1
don ’ t,15
only good thing,15
didn ’ t,14
it ’ s,13
staff very friendly,12
room very small,12
tic tic tic,12
king size bed,11
hotel good location,10
room not cleaned,9
not recommend hotel,9
washing machine dryer,9
hotel great location,9
free wi fi,8
room very clean,8
room ground floor,8
no room service,8
room not ready,8
not very clean,8
shower over bath,8
no hot water,8
very disappointing experience,8
staff very nice,7
staff friendly helpful,7
ordered room service,7
walking distance restaurants,7
told no rooms,7
aircon not working,7
bed very comfortable,6
no mini bar,6
reception staff friendly,6
air conditioning not,6
not working properly,6
iron ironing board,6
very poor lighting,6
stayed bedroom apartment,6
room so small,6
reception staff not,6
no natural light,6
very noisy night,6
few minutes walk,6
room not clean,6
credit card details,6
staff very helpful,5
very friendly helpful,5
left lot desired,5
air conditioning unit,5
room not serviced,5
needed good clean,5
room service very,5
toilet roll holder,5
hotel definitely not,5
seen better days,5
phone not working,5
hot water shower,5
night ’ s,5
’ s sleep,5
not cleaned properly,5
good night sleep,5
no shower curtain,5
wee hours morning,5
staff not very,5
not good value,5
not very helpful,5
room air conditioning,5
walk darling harbour,5
food over priced,5
confirmed email address,5
booked bedroom apartment,5
good thing place,5
no free wifi,5
very small room,5
room th floor,5
not very friendly,5
rooms very dated,5
no rooms available,5
staff helpful friendly,4
not recommend staying,4
got very hot,4
customer service skills,4
told room not,4
staff not helpful,4
not working no,4
early hours morning,4
room smelt like,4
ground floor room,4
reception staff helpful,4
swimming pool area,4
light not working,4
wifi not work,4
no free wi,4
room service food,4
not star hotel,4
very old building,4
door close properly,4
queen size bed,4
not disturb sign,4
rooms very small,4
room clean tidy,4
took over minutes,4
i ’ d,4
better places stay,4
not value money,4
short walk away,4
definitely not recommend,4
booked directly hotel,4
curt condescending dismissive,4
condescending dismissive guy,4
hotel location great,4
advertised king bed,4
cleaning services not,4
not sure stay,4
finally got room,4
far too small,4
microwave no small,4
good value money,4
only lift working,4
service very good,4
service very slow,4
promised early check,4
early check hour,4
check hour flight,4
hour flight arrival,4
flight arrival wait,4
arrival wait noon,4
wait noon room,4
noon room guests,4
room guests arriving,4
guests arriving waited,4
arriving waited time,4
waited time hotel,4
time hotel very,4
hotel very poor,4
poor lighting room,4
lighting room room,4
room room very,4
very clean bathroom,4
clean bathroom stocked,4
bathroom stocked needs,4
stocked needs location,4
needs location great,4
location great reasonable,4
great reasonable walking,4
reasonable walking distance,4
distance restaurants attractions,4
restaurants attractions food,4
attractions food over,4
over priced concierge,4
priced concierge gary,4
concierge gary chan,4
gary chan very,4
chan very good,4
very good work,4
good work very,4
work very noisy,4
room service menu,4
very nice room,4
place great location,4
unfortunately expectations near,4
expectations near met,4
hi so trip,4
so trip overseas,4
trip overseas family,4
overseas family visiting,4
family visiting wanting,4
visiting wanting taste,4
wanting taste big,4
taste big city,4
big city decided,4
city decided hotel,4
decided hotel position,4
hotel position pricing,4
position pricing reflection,4
pricing reflection bad,4
reflection bad choice,4
bad choice service,4
choice service average,4
service average decor,4
average decor left,4
decor left lot,4
lot desired dirty,4
desired dirty hotel,4
dirty hotel returning,4
booked confirmed email,4
email address received,4
address received confirmation,4
received confirmation emails,4
confirmation emails email,4
emails email arrived,4
email arrived hotel,4
arrived hotel mercure,4
hotel mercure wife,4
mercure wife receptionist,4
wife receptionist not,4
receptionist not booking,4
