0,1
staff very,261
great location,259
staff friendly,226
room clean,203
walking distance,202
good location,201
very good,200
room very,195
room service,184
friendly helpful,182
very friendly,177
free wifi,165
room not,163
stayed nights,157
very small,157
very helpful,146
darling harbour,146
very clean,143
car park,138
location great,133
very nice,119
good value,117
reception staff,116
very comfortable,111
clean comfortable,110
air conditioning,109
value money,107
hotel room,105
place stay,104
not sure,103
mini bar,102
clean tidy,101
th floor,100
night stay,99
bedroom apartment,99
hotel very,99
minute walk,99
bed comfortable,97
friendly staff,97
not good,96
stayed night,95
not very,95
train station,95
very noisy,94
location good,94
tea coffee,93
not great,92
star hotel,87
hotel good,86
short walk,84
rooms clean,84
hotel not,84
very basic,81
wi fi,79
comfortable bed,79
’ t,77
good size,76
room small,75
very close,75
staff member,74
bed very,73
hotel located,73
room good,72
hotel great,72
room quite,72
customer service,71
hot water,70
ground floor,68
room nice,67
clean room,67
so not,67
central station,67
location very,66
credit card,65
staff helpful,64
room no,64
air conditioner,64
location close,63
not too,63
stay hotel,63
car parking,63
opera house,63
early morning,61
location hotel,61
hotel staff,60
not stay,60
free parking,59
room spacious,59
room so,59
circular quay,59
not bad,58
min walk,58
room room,57
rooms very,57
not so,57
stayed hotel,56
traffic noise,56
washing machine,55
helpful friendly,55
minutes walk,55
felt like,54
very convenient,54
buffet breakfast,54
staff not,53
so good,53
walk away,52
not really,52
very pleasant,52
room bathroom,52
price paid,51
desk staff,51
not working,50
rooms not,50
double bed,49
stay room,48
comfortable room,48
got room,48
not cleaned,48
reasonably priced,48
breakfast good,47
city centre,46
stay not,46
hotel location,46
beds comfortable,46
room ok,45
continental breakfast,45
breakfast included,45
bathroom very,45
helpful staff,45
staff great,45
public transport,45
so no,44
room only,44
room comfortable,43
water pressure,43
swimming pool,43
no room,42
rooms small,42
looked like,42
main road,42
pool area,42
business trip,42
not clean,42
bit dated,42
view room,42
breakfast buffet,42
very dated,42
make sure,41
central location,41
room great,41
too small,41
clean staff,41
really good,41
not worth,40
little bit,40
small room,40
staff pleasant,40
rooms good,40
room rate,40
feel like,40
not work,40
street noise,40
pretty good,40
stay stayed,39
king bed,39
easy access,39
good staff,39
very old,39
very very,39
very tired,39
room ready,39
late night,38
bit tired,38
bathroom not,38
centrally located,38
bit more,38
shopping centre,37
free wi,37
room stayed,37
nice hotel,37
close city,37
good clean,37
quiet room,37
stayed overnight,36
staff nice,36
hotel needs,36
easy walk,36
time room,36
reception area,36
saturday night,36
short stay,36
room bit,36
nights sleep,35
too bad,35
good room,35
excellent location,35
bathroom shower,35
service good,35
over priced,35
booking com,35
room key,35
close airport,35
check check,34
single beds,34
hotel so,34
location excellent,34
service very,34
room large,34
overnight stay,34
very poor,34
nice room,34
certainly not,34
check time,33
family room,33
staff lovely,33
cleaning staff,33
very slow,33
little tired,33
great room,33
very spacious,33
recently stayed,33
budget hotel,33
quite good,33
clean bed,33
very loud,33
booked hotel,32
hotel no,32
queen bed,32
only thing,32
staff reception,32
bed comfy,32
road noise,32
probably not,32
very busy,32
hotel clean,31
quite small,31
comfy bed,31
booked room,31
room looked,31
hotel rooms,31
house keeping,31
bar restaurant,31
very uncomfortable,31
great view,31
nice clean,31
right outside,31
time stayed,31
location room,31
lounge room,31
hotel hotel,31
stay night,31
very expensive,31
night sleep,30
toilet paper,30
bed not,30
outside room,30
clean good,30
clean spacious,30
stay just,30
floor room,30
overall not,30
few minutes,30
cross station,30
southern cross,30
great staff,29
bed room,29
very quiet,29
comfortable clean,29
stayed bedroom,29
bathroom clean,29
night not,29
busy road,29
helpful room,29
sofa bed,28
small clean,28
late check,28
no free,28
stay good,28
service staff,28
clean rooms,28
stay very,28
overall good,28
living room,28
good price,28
given room,28
not able,28
good service,28
free breakfast,28
size bed,28
room size,28
spent nights,28
location not,28
definitely not,28
kings cross,28
nights hotel,27
bit old,27
food good,27
breakfast ok,27
enjoyed stay,27
shower head,27
very disappointed,27
room little,27
overall hotel,27
pleasant helpful,27
places eat,27
not recommend,27
night hotel,27
not room,27
service not,27
room th,27
just not,27
so very,27
location staff,27
way too,26
good hotel,26
coffee machine,26
room just,26
beds very,26
stay staff,26
wifi free,26
spacious clean,26
few days,26
clean modern,26
long time,26
area not,26
night so,26
so room,26
housekeeping staff,26
shower over,26
conveniently located,26
room hotel,26
hotel stay,26
room bed,26
clean very,26
not quite,26
light rail,26
single bed,26
china town,26
no view,25
very little,25
good night,25
parking available,25
bathroom door,25
good sized,25
dining room,25
hotel close,25
ok not,25
pay extra,25
night room,25
studio apartment,25
reception very,25
good not,25
stayed room,25
great views,25
stay location,25
great place,25
small bathroom,25
years ago,25
room floor,25
very disappointing,25
’ s,25
check staff,25
room fine,25
nd floor,25
friday night,25
good stay,25
park hyatt,25
ironing board,24
comfortable good,24
not big,24
nice touch,24
comfortable stay,24
bath shower,24
staff good,24
only stayed,24
good place,24
convenient location,24
clean bathroom,24
good breakfast,24
very large,24
double room,24
coffee tea,24
staying hotel,24
bit noisy,24
apartment clean,24
day stay,24
not open,24
breakfast room,24
overall stay,24
looks like,24
very handy,24
living area,24
so small,24
no lift,24
probably stay,24
close central,24
early flight,24
not any,23
location perfect,23
good quality,23
staff excellent,23
standard room,23
only minutes,23
quite nice,23
looking forward,23
restaurant bar,23
room adequate,23
not best,23
bed bathroom,23
good points,23
good food,23
old building,23
night only,23
hotel just,23
door open,23
ear plugs,23
rooms ok,23
not far,23
breakfast very,23
expected more,23
best thing,23
comfortable bathroom,22
serviced apartments,22
self contained,22
staff really,22
beds comfy,22
small rooms,22
pool gym,22
breakfast not,22
machine dryer,22
little dated,22
staff room,22
only few,22
little more,22
very hot,22
asked room,22
bar fridge,22
no problem,22
most time,22
not available,22
great hotel,22
nice staff,22
over bath,22
room view,22
more like,22
very central,22
room available,22
very average,22
room night,22
room cleaned,22
very hard,22
shower very,22
basic clean,22
very early,22
location walking,22
hyde park,22
so just,21
really nice,21
rooms nice,21
room staff,21
pretty basic,21
twin beds,21
shops restaurants,21
thing hotel,21
restaurants bars,21
rooms great,21
good choice,21
rooms bit,21
lounge area,21
large room,21
not ideal,21
clean beds,21
park car,21
room really,21
bus stop,21
outside hotel,21
not ready,21
double glazing,21
nice place,21
didn ’,21
no way,21
lot desired,21
parking not,21
floor so,21
half hour,21
good view,21
size room,21
harbour bridge,21
mins walk,20
no restaurant,20
pleasant stay,20
fresh air,20
city hotel,20
nights stayed,20
check process,20
motel room,20
happy hour,20
door not,20
