0,1
room not,93
room service,88
air conditioning,62
very small,61
room very,58
credit card,58
reception staff,57
good location,55
not stay,55
not good,51
’ t,51
not working,48
star hotel,46
great location,46
hotel not,46
not recommend,44
staff friendly,44
very noisy,44
very poor,44
staff member,43
room so,42
car park,42
customer service,41
not very,41
staff very,40
th floor,40
room clean,39
stayed nights,39
hot water,38
room no,37
mini bar,36
not cleaned,36
’ s,35
very helpful,35
not clean,35
very disappointing,35
location great,35
very nice,34
location good,34
bedroom apartment,34
not worth,34
staff not,33
hotel very,33
rooms very,32
stayed night,32
got room,32
air conditioner,32
not sure,32
free wifi,31
very good,31
stayed hotel,31
very disappointed,30
rooms not,30
not work,30
definitely not,30
hotel room,30
very basic,29
value money,29
walking distance,29
not great,28
darling harbour,28
room room,27
very old,27
very dated,26
night stay,26
very clean,26
late check,26
no room,25
very friendly,25
booked hotel,25
bed comfortable,24
friendly helpful,24
felt like,24
room only,24
shower head,24
washing machine,23
ground floor,23
clean room,23
hotel staff,22
very tired,22
stay room,22
not so,22
tea coffee,21
looked like,21
over priced,21
good thing,21
small room,21
ironing board,20
hotel no,20
service very,20
car parking,20
place stay,20
bed room,19
not room,19
only good,19
room ok,19
late night,19
size bed,19
budget hotel,19
so not,19
bed very,19
new room,19
poor quality,19
only thing,19
just not,19
bathroom not,18
wi fi,18
water pressure,18
not only,18
room small,18
room ready,18
night not,18
very loud,18
stay not,18
hotel great,18
arrived hotel,18
train station,18
hotel good,18
early morning,18
certainly not,17
room smelt,17
not really,17
check staff,17
bed not,17
no apology,17
not return,17
stay hotel,17
standard room,17
hotel location,17
told no,16
no idea,16
price paid,16
good clean,16
bathroom very,16
night sleep,16
shower curtain,16
recommend hotel,16
business trip,16
traffic noise,16
very very,15
good room,15
bathroom door,15
king size,15
don ’,15
not staying,15
called reception,15
minutes later,15
room bed,15
pool area,15
staff reception,15
friendly staff,15
given room,15
rooms small,15
far too,15
single beds,15
not happy,15
so small,15
location hotel,15
hotel located,14
family room,14
room stayed,14
long time,14
good value,14
staff helpful,14
poor service,14
booking com,14
very comfortable,14
really good,14
feel like,14
not too,14
moved room,14
check time,14
didn ’,14
reception not,14
night room,14
tic tic,14
booked room,14
room booked,14
room good,13
staff great,13
double bed,13
told room,13
second night,13
it ’,13
dining room,13
cleaning staff,13
so bad,13
really not,13
lady reception,13
early check,13
toilet paper,13
so room,13
too small,13
hotel rooms,13
asked room,13
swimming pool,13
sofa bed,13
not any,13
queen bed,13
close properly,13
floor not,13
disappointing experience,13
staff lovely,13
minutes walk,13
not acceptable,13
club lounge,13
bed no,12
desk staff,12
very slow,12
tired room,12
no answer,12
room old,12
mould shower,12
desperate need,12
no way,12
very hot,12
more like,12
room key,12
outside room,12
great hotel,12
hotel guests,12
room given,12
clean tidy,12
over bath,12
looking forward,12
only reason,12
told not,12
trip advisor,12
duty manager,12
not able,12
hotel needs,12
room floor,12
bedside table,12
loud music,12
very average,12
room just,12
location only,12
hotel website,12
day age,12
email address,12
hours later,11
no restaurant,11
tv remote,11
asked reception,11
below average,11
free parking,11
not case,11
check not,11
make sure,11
comfortable bed,11
need renovation,11
few days,11
said no,11
so no,11
breakfast not,11
breakfast buffet,11
basic hotel,11
ear plugs,11
very pleasant,11
windows not,11
no rooms,11
shower over,11
star rating,11
not staff,11
location excellent,11
noisy night,11
not use,11
ok not,11
service not,11
young lady,11
beds comfortable,11
bed uncomfortable,11
access room,11
bathroom shower,11
room like,11
bathroom floor,11
buffet breakfast,11
so loud,11
saturday night,11
pretty good,11
few minutes,11
reception area,11
house keeping,11
not returning,11
nights sleep,11
natural light,11
king bed,11
very rude,11
cigarette smoke,11
old tired,11
street noise,11
room night,10
breakfast included,10
clean very,10
half hour,10
mould bathroom,10
short walk,10
hotel so,10
room available,10
room better,10
room tiny,10
smell room,10
clean rooms,10
over phone,10
hours morning,10
paid night,10
staff pleasant,10
only positive,10
room quite,10
not ready,10
really nice,10
tiny room,10
small bathroom,10
so far,10
days later,10
so good,10
so very,10
superior room,10
not close,10
few times,10
check told,10
location not,10
not best,10
no free,10
not place,10
paid extra,10
better places,10
deluxe room,10
not star,10
not cheap,10
wife stayed,10
spa bath,10
stay very,10
experience hotel,10
over minutes,10
day night,10
said not,10
twin room,10
hot cold,10
not impressed,10
no hot,10
cleaned properly,10
work properly,10
not help,10
day room,10
aircon not,10
staff hotel,10
room fine,10
not hotel,10
clean not,10
time hotel,10
room time,10
little bit,10
apartment not,10
want sleep,10
checked room,10
so called,10
minute walk,10
like room,10
central location,10
free internet,10
door not,10
year old,9
good staff,9
too late,9
no longer,9
too far,9
under bed,9
rooms clean,9
door room,9
so hot,9
shower gel,9
room ground,9
time stayed,9
not vacuumed,9
no not,9
new year,9
work room,9
breakfast room,9
long day,9
arrived pm,9
rooms no,9
working no,9
walk away,9
no information,9
ordered room,9
sleep night,9
very uncomfortable,9
like not,9
not open,9
good size,9
over night,9
entered room,9
no light,9
years ago,9
small rooms,9
night no,9
not replaced,9
wifi not,9
clean bathroom,9
old worn,9
poor lighting,9
bathroom sink,9
choose stay,9
told reception,9
time booking,9
booking hotel,9
bath tub,9
bad experience,9
very difficult,9
stay no,9
only person,9
room door,9
only few,9
room nice,9
room hotel,9
not friendly,9
stay time,9
i ’,9
breakfast very,9
stay night,9
staying room,9
machine dryer,9
not pleasant,9
room looked,9
middle night,9
despite fact,9
location very,9
right door,9
room bathroom,9
hotel really,9
view room,9
change room,9
very expensive,9
parking not,9
waited minutes,9
no offer,9
rang reception,9
hotel just,9
booked bedroom,9
reception closed,9
no air,9
breakfast no,9
room view,9
thing place,9
few hours,9
opened door,9
left room,9
arrived late,9
included breakfast,9
trying sleep,9
