0,1
staff very,1251
great location,1039
walking distance,942
friendly helpful,874
very clean,873
very comfortable,850
very friendly,833
very helpful,712
definitely stay,679
staff friendly,678
highly recommend,676
place stay,616
very good,578
friendly staff,561
room very,482
short walk,438
room service,430
very nice,418
stayed nights,416
room clean,380
clean comfortable,376
recommend hotel,374
value money,366
hotel great,358
minute walk,357
bedroom apartment,355
hotel very,347
th floor,346
rooms very,342
opera house,327
great place,326
helpful staff,322
darling harbour,316
comfortable bed,314
location great,306
staff great,298
very close,294
train station,292
buffet breakfast,273
great service,271
hotel staff,264
public transport,261
easy walk,261
stay hotel,261
highly recommended,259
easy access,259
reception staff,252
rooms clean,252
free wifi,249
definitely recommend,249
circular quay,247
great stay,245
good value,243
room great,241
enjoyed stay,239
great value,239
helpful friendly,238
hotel room,233
good location,232
great hotel,231
location close,231
room spacious,229
very spacious,226
night stay,226
staff so,218
customer service,215
clean tidy,212
stayed night,210
very quiet,209
mini bar,209
very convenient,204
minutes walk,204
stay very,202
great staff,201
stay great,199
bed very,198
central station,192
washing machine,191
very pleasant,191
location very,190
rooms spacious,189
good size,186
stay stayed,186
perfect location,186
very happy,185
spacious clean,183
location perfect,182
city centre,181
really good,174
staff excellent,173
walk away,172
excellent location,172
clean spacious,171
comfortable beds,170
rooms great,166
great view,165
so close,159
easy walking,156
staff helpful,154
great views,154
extremely helpful,153
close city,152
stay staff,151
min walk,149
clean modern,148
service great,148
comfortable room,147
check check,146
comfy bed,146
staff extremely,146
south bank,146
central location,144
clean very,142
stayed hotel,140
location excellent,140
great room,140
car park,139
too trouble,139
tea coffee,138
hotel located,138
really enjoyed,138
clean room,138
so friendly,137
room ready,137
friendly efficient,136
botanical gardens,136
car parking,135
hotel rooms,134
went way,134
clean rooms,133
comfortable clean,133
boutique hotel,133
breakfast included,132
breakfast buffet,131
wi fi,129
really nice,128
shops restaurants,127
reasonably priced,127
centrally located,127
modern clean,126
room lovely,125
service staff,125
valet parking,124
tram stop,123
great restaurants,122
so comfortable,120
recommend staying,120
excellent service,120
location easy,120
so helpful,120
restaurants bars,119
stay time,119
very impressed,118
room large,118
comfortable staff,118
desk staff,118
staff really,118
service excellent,117
clean staff,117
helpful room,117
hotel stay,117
shopping centre,116
