0,1
room not,76
customer service,60
not recommend,59
star hotel,57
room service,55
air conditioning,55
not stay,54
credit card,47
car park,41
room no,39
night stay,38
bedroom apartment,36
hotel not,35
room very,35
not working,34
not good,34
not cleaned,33
very very,33
not worth,31
staff member,31
air conditioner,30
not work,30
looked like,29
very disappointed,29
got room,28
room so,28
reception staff,27
’ t,27
hotel stayed,26
stay not,26
booked room,25
hotel staff,25
hot water,25
very small,25
definitely not,25
hotel room,25
told no,25
stay hotel,25
staff not,25
booked hotel,24
stayed hotel,23
mini bar,23
place stay,23
stayed nights,23
given room,23
only good,23
stay room,22
not ready,22
very noisy,22
very poor,22
not happy,22
very rude,21
toilet paper,21
room ready,21
staff very,20
felt like,20
told room,20
booking com,20
good thing,20
great location,19
rooms not,19
very old,19
room dirty,19
not clean,19
duty manager,19
th floor,19
not only,18
over priced,18
not sure,18
no way,18
hotel no,18
called reception,18
room only,18
hyde park,18
very nice,17
not very,17
staff friendly,17
room small,17
room night,17
room clean,17
so small,17
single beds,17
trip advisor,17
fully booked,16
went room,16
hotel very,16
feel like,16
change room,16
desk staff,16
just wanted,16
very disappointing,16
saturday night,16
so bad,16
value money,16
not believe,16
few days,16
not any,16
darling harbour,16
so not,16
pullman hyde,16
location great,15
room booked,15
rooms very,15
manager told,15
looks like,15
very uncomfortable,15
so called,15
so left,15
no longer,15
minutes later,15
very tired,15
only positive,15
room key,15
stayed night,15
said no,15
recommend hotel,15
location good,15
room told,14
bathroom not,14
stay away,14
night room,14
not mention,14
pay extra,14
room room,14
only thing,14
rude staff,14
only told,14
hotel so,14
early morning,14
night no,14
room day,14
not able,14
make sure,14
long time,14
hotel location,14
check room,13
clean room,13
cigarette smoke,13
hotel manager,13
more like,13
new room,13
so long,13
late night,13
looking forward,13
manager not,13
bad experience,13
good location,13
free wifi,13
place stayed,13
over night,13
told not,13
not care,13
breakfast not,13
not staying,13
hotel booked,13
stay place,13
poor service,13
room th,13
no room,13
bed no,13
room door,12
so no,12
very bad,12
not available,12
check time,12
door room,12
room cleaned,12
place not,12
no idea,12
opened door,12
reception told,12
worst hotel,12
no staff,12
so disappointed,12
reception not,12
went reception,12
best western,12
not room,12
staff rude,12
house keeping,12
stay night,11
room smelled,11
recommend staying,11
double bed,11
room smelt,11
night manager,11
stay stayed,11
years ago,11
very dirty,11
phone calls,11
paid night,11
bed sheets,11
far worst,11
hotel rooms,11
standard room,11
mould shower,11
apartment not,11
clean towels,11
not possible,11
shower head,11
read reviews,11
not star,11
look like,11
no sleep,11
service room,11
half hour,11
certainly not,11
asked room,11
arrived pm,11
night stayed,11
recommend stay,11
came room,10
only reason,10
beds not,10
day not,10
people room,10
smelt like,10
tv remote,10
night long,10
bed comfortable,10
bottle wine,10
too late,10
long term,10
hotel management,10
checked room,10
very basic,10
bed very,10
booked nights,10
room tiny,10
not hotel,10
non existent,10
very expensive,10
open door,10
not know,10
lounge room,10
wi fi,10
night not,10
sofa bed,10
not like,10
room said,10
no service,10
not fit,10
recommend place,10
early check,10
no view,10
quiet room,10
bed bugs,10
business trip,10
check told,10
no apology,9
bed hard,9
room double,9
over years,9
non smoking,9
room stunk,9
staff told,9
dining room,9
recommend not,9
room asked,9
not case,9
not vacuumed,9
only room,9
following day,9
room time,9
so dirty,9
outside room,9
outside door,9
inside room,9
late check,9
avoid place,9
stay recommend,9
bed not,9
noisy night,9
not acceptable,9
loud music,9
speak manager,9
ground floor,9
reception ask,9
phone not,9
not once,9
stay no,9
not sleep,9
rooms dirty,9
bathroom so,9
room given,9
only night,9
nights sleep,9
staying hotel,9
no fresh,9
not impressed,9
just not,9
worth money,9
day stay,9
not want,9
toilet not,9
change rooms,9
left room,9
absolutely no,9
very busy,9
opera house,9
main road,9
room like,9
park car,9
rooms old,9
old dirty,9
bed so,9
told only,9
poor customer,9
called hotel,9
night so,9
worst experience,9
washing machine,9
year old,9
spa bath,9
security deposit,9
rooms small,8
money paid,8
stay so,8
reception no,8
booked night,8
pubic hair,8
room good,8
not really,8
way too,8
check not,8
room available,8
ironing board,8
smoking room,8
not going,8
rooms no,8
tv not,8
don ’,8
so so,8
housekeeping staff,8
bed room,8
experience so,8
service poor,8
needless say,8
experience hotel,8
small room,8
dirty room,8
bed uncomfortable,8
hear people,8
comfortable room,8
night sleep,8
no refund,8
check staff,8
very helpful,8
rang reception,8
hotel hotel,8
left feeling,8
entered room,8
room looked,8
bathroom door,8
lady reception,8
told check,8
so far,8
cleaning staff,8
buffet breakfast,8
very loud,8
no water,8
let know,8
bathroom shower,8
pre paid,8
not staff,8
air room,8
breakfast included,8
manager said,8
hotel pm,8
hotel worst,8
worst thing,8
really bad,8
make room,8
decided stay,8
rooms room,8
moved room,8
very clean,8
budget accommodation,8
room change,8
nights stay,8
rooms so,8
stayed hotels,8
few hours,8
very good,8
no windows,8
novotel central,8
hotel experience,8
pullman la,8
la defense,8
shower curtain,8
room stayed,8
arrived room,8
stay only,8
told reception,8
extremely rude,8
booked rooms,7
too busy,7
not make,7
reception desk,7
not turn,7
hot cold,7
so asked,7
room balcony,7
tiny bathroom,7
booked bedroom,7
walking distance,7
need pay,7
night booked,7
towels not,7
room bathroom,7
price paid,7
stains carpet,7
friendly helpful,7
no milk,7
shower so,7
checked night,7
day went,7
receptionist not,7
old run,7
double glazing,7
previous guest,7
entire stay,7
floor tiles,7
room level,7
such poor,7
new year,7
different hotel,7
musty smell,7
stay booked,7
pm no,7
tiny room,7
size bed,7
room old,7
not fixed,7
said not,7
management not,7
not recommended,7
hotel any,7
so poor,7
better room,7
reception area,7
obviously not,7
internet access,7
no problem,7
nd night,7
bed only,7
make matters,7
matters worse,7
ready pm,7
under bed,7
night only,7
room air,7
conditioning unit,7
went dinner,7
booking online,7
days later,7
rooms available,7
second night,7
door so,7
not open,7
location very,7
room ask,7
not helpful,7
long way,7
extremely noisy,7
location excellent,7
so noisy,7
apartment only,7
family member,7
waste time,7
not close,7
room ok,7
place staff,7
no air,7
no reason,7
reception said,7
no reception,7
hotel told,7
want stay,7
too expensive,7
night night,7
very limited,7
days not,7
falling apart,7
aud night,7
work room,7
took minutes,7
few times,7
any hotel,7
room extremely,7
room hear,7
breakfast buffet,7
no lift,7
months advance,7
place sleep,7
rude room,7
highly recommend,7
terrible stay,7
view not,7
didnt work,7
carpet dirty,7
queen bed,7
flights stairs,7
stairs room,7
hotel just,7
so cold,7
just care,7
worst place,7
place so,7
no answer,7
work no,7
stay pullman,7
card details,7
hotel needs,7
arrived told,7
park hyatt,7
family room,7
reading reviews,7
bathroom floor,6
good size,6
not used,6
wifi not,6
old tired,6
double beds,6
book room,6
room dark,6
wash dishes,6
dark dingy,6
room right,6
shower not,6
experience no,6
young children,6
not given,6
save money,6
manager rude,6
walking room,6
single bed,6
over nights,6
not disturb,6
light not,6
b r,6
double room,6
no option,6
shower door,6
room second,6
second day,6
not serviced,6
bedside table,6
not hot,6
star rating,6
long weekend,6
bar fridge,6
room breakfast,6
not returning,6
view room,6
paid over,6
false advertising,6
arriving room,6
second time,6
absolutely filthy,6
hotel stay,6
great hotel,6
stay over,6
arrived check,6
desk manager,6
staff reception,6
answer phone,6
cleaning room,6
make feel,6
stars hotel,6
night bed,6
great place,6
old not,6
tea coffee,6
different room,6
pm told,6
offered no,6
hotel more,6
places stay,6
leave hotel,6
floor room,6
spend night,6
door open,6
hotel reception,6
open window,6
no parking,6
key card,6
really looking,6
unfortunately hotel,6
money not,6
not return,6
days staying,6
coming room,6
very dated,6
bar staff,6
room cleaning,6
places stayed,6
staff so,6
badly need,6
arrival told,6
not advertised,6
paying night,6
not paid,6
getting room,6
fridge door,6
money hotel,6
got hotel,6
hours later,6
not suitable,6
toilet shower,6
late checkout,6
pm so,6
car parking,6
said sorry,6
room went,6
pay parking,6
time stayed,6
room staff,6
later not,6
time hotel,6
over hour,6
not just,6
clearly not,6
time so,6
week later,6
adjoining room,6
reception asked,6
numerous times,6
door not,6
freezing cold,6
great view,6
times over,6
over phone,6
hotel says,6
any sleep,6
just want,6
very hard,6
stay nights,6
like no,6
fresh towels,6
location hotel,6
so hear,6
long black,6
sunday morning,6
very hot,6
more night,6
manager came,6
bar not,6
stay unless,6
double check,6
really good,6
swimming pool,6
smell room,6
food not,6
place just,6
friendly staff,6
no no,6
no only,6
good hotel,6
no help,6
stayed over,6
room called,6
coffee shop,6
hotel great,6
long flight,6
excellent location,6
too soft,6
hair bed,6
room view,6
rooms tired,6
dirty bathroom,6
wall so,6
not place,6
beds very,6
rooms booked,6
booked stay,6
kitchen area,6
work so,6
not allowed,6
so rude,6
said hotel,6
serviced apartment,6
guests not,6
bathroom dirty,6
dirty hotel,6
not advised,6
times night,6
traffic noise,6
hotels not,6
like staff,6
lift room,6
paid extra,6
tired need,6
man desk,6
service hotel,6
extra money,6
not pleasant,6
dirty not,6
paid nights,6
mould bathroom,6
paid room,6
not coming,6
th april,6
arrived hotel,6
mins later,6
tv work,6
high tea,6
room noisy,6
rooms tiny,6
booking site,6
said room,6
not use,6
stay any,6
king bed,6
pay room,6
only just,6
so uncomfortable,6
existing beds,6
close airport,6
beds hard,5
room price,5
day came,5
not not,5
really need,5
hotel feel,5
hotel check,5
hotel day,5
no wifi,5
apartment no,5
no door,5
second bedroom,5
broken so,5
light fittings,5
accommodation stayed,5
no offer,5
staff just,5
so just,5
roll away,5
guests stay,5
extra fee,5
middle night,5
changed room,5
went breakfast,5
unfriendly staff,5
time went,5
very unhelpful,5
hotel parking,5
bathroom sink,5
bad smell,5
area not,5
turn tv,5
so disappointing,5
so very,5
dirty carpet,5
number times,5
entering room,5
pm night,5
wait minutes,5
not allow,5
not feel,5
room apartment,5
stay star,5
check pm,5
staff service,5
happy pay,5
not maintained,5
dirty old,5
motel stayed,5
night staff,5
hotel website,5
night morning,5
got bed,5
motel not,5
day room,5
parking not,5
help bags,5
friday saturday,5
shower gel,5
reception so,5
horrible place,5
extremely disappointed,5
no contact,5
tried charge,5
walked room,5
room morning,5
sleep hotel,5
more comfortable,5
living room,5
badly stained,5
away bed,5
office staff,5
dirty smelly,5
hotel under,5
place hotel,5
place needs,5
stayed few,5
filthy walls,5
paid so,5
so loud,5
pay more,5
more room,5
night went,5
refund so,5
no rooms,5
reception pm,5
requested room,5
money stay,5
cigarette butts,5
extremely disappointing,5
free internet,5
tell not,5
star motel,5
staying nights,5
room checked,5
days no,5
better price,5
milk no,5
asked speak,5
no hot,5
night asked,5
not booking,5
fresh air,5
continental breakfast,5
tall trees,5
no shower,5
’ s,5
no phone,5
sound proofing,5
enter room,5
sure not,5
bedroom bathroom,5
room hotel,5
boutique hotel,5
real hotel,5
hotel only,5
sliding door,5
only way,5
leaving hotel,5
told leave,5
bags room,5
got no,5
morning very,5
street not,5
executive room,5
turn shower,5
duration stay,5
people over,5
time money,5
pretty good,5
toilet no,5
no cleaning,5
stayed week,5
no more,5
night said,5
nice place,5
walls dirty,5
asked change,5
gave room,5
room lift,5
noise night,5
extra night,5
parking spot,5
booking not,5
not exist,5
so said,5
said yes,5
poor quality,5
room floor,5
expensive room,5
long day,5
write review,5
currently staying,5
walls paper,5
hostel room,5
so close,5
no compensation,5
room freezing,5
room quite,5
not book,5
rooms told,5
hotel days,5
accommodation not,5
harbour view,5
view suite,5
view opera,5
ask room,5
no space,5
windows room,5
over weekend,5
accor member,5
recently stayed,5
say very,5
ruined trip,5
just said,5
check hotel,5
asked use,5
room place,5
platinum member,5
like going,5
so got,5
ready wait,5
door staff,5
service food,5
toilet roll,5
prior arrival,5
conditioning not,5
hour later,5
manager just,5
not received,5
airport hotel,5
only staying,5
so decided,5
not booked,5
smells like,5
middle summer,5
days checking,5
aircon room,5
staying night,5
good view,5
lounge area,5
shared bathroom,5
room nice,5
experience terrible,5
only plus,5
luggage room,5
sleep not,5
check no,5
brick wall,5
pretty disappointing,5
knocked door,5
things room,5
tried reception,5
charged extra,5
cancellation policy,5
asked moved,5
room late,5
valet parking,5
room used,5
hotel booking,5
worst stay,5
choose hotel,5
check check,5
not refund,5
stuffy hot,5
old worn,5
only worked,5
strongly suggest,5
immediately went,5
later room,5
bathroom mould,5
stay oaks,5
rude unhelpful,5
experience not,5
use room,5
room size,5
service excellent,5
too small,5
just room,5
better not,5
good clean,5
waste money,5
beds room,5
feels like,5
reason chose,5
room make,5
bed pillows,5
change booking,5
twin room,5
shangri la,5
service experienced,5
incredibly rude,5
use pool,5
double booking,5
bathroom toilet,5
executive lounge,5
receptionist told,5
window open,5
told like,5
stay clear,5
prison cell,5
lady desk,5
only towel,5
like pictures,5
thing going,5
room broken,5
no facilities,5
loud banging,5
late evening,5
feel safe,5
area really,5
only stayed,5
handed over,5
left not,5
manager duty,5
very outdated,5
mr mrs,5
like cleaned,5
inspect room,5
big deal,5
room stay,5
star hotels,5
people staying,5
very unpleasant,5
reception closed,5
worst motel,5
parking garage,5
member overseas,5
rude not,5
small dated,4
paid no,4
room extra,4
make bed,4
small kids,4
